word,num months,term frequency
pyrophosphate,468,9821
qualitative,474,58670
qualitatively,473,21454
quality,465,327848
quantitated,453,13079
quantitation,464,24199
quantitatively,478,43325
quantity,473,33455
quantum,457,36973
quaternary,453,10291
question,470,69798
questionnaire,451,151459
questions,449,78443
quickly,465,24734
quite,473,49731
ra,446,95944
rabies,450,10402
radial,454,46121
radiation,476,194326
radical,454,116807
radioactively,446,2439
radioimmunoassay,469,35484
radiolabeled,448,23478
radius,456,26585
raise,453,24766
raises,448,18456
raising,469,17451
rana,445,5455
random,478,99005
randomly,469,119147
ranged,479,123893
ranges,469,37072
ranging,479,95813
rare,470,202891
rarely,464,57956
rate-limiting,473,14806
raw,447,26800
rays,444,7712
reabsorption,472,15204
reach,473,53098
reaches,454,12034
reaching,473,37126
react,476,27857
reacted,473,41327
reacting,454,10714
reactivation,453,17347
reactive,474,117966
reactivity,477,92891
reacts,467,12429
read,446,13932
reading,445,71525
reagent,470,29238
reagents,474,29923
real,454,48851
reared,445,9131
rearrangement,448,29349
reason,463,45446
reasonable,460,28422
reasonably,451,10836
reasons,472,70316
reassociation,440,2033
reca,450,9378
receive,453,86923
received,479,393738
receiving,478,172264
receptive,464,16165
recessive,470,30868
recipient,475,41849
recipients,469,92307
reciprocal,470,22710
recognition,473,148112
recognize,449,42080
recognized,476,128615
recombinant,456,202671
recombinants,456,8142
recombination,477,63852
recommended,467,117200
reconstituted,457,26946
reconstitution,453,18170
record,454,37229
recording,478,58069
recordings,472,54888
records,464,93204
recover,458,15371
recoveries,449,14390
rectal,466,60023
rectum,452,18936
recurrence,452,158145
recurrent,468,144717
redistribution,452,18507
redox,460,37300
reduces,473,76166
reducing,477,124018
reductions,463,59031
reference,479,147214
referred,449,76552
reflect,476,86636
reflected,474,50875
reflecting,447,33124
reflection,451,18961
reflects,466,38884
reflex,471,56568
reflexes,451,15834
refractory,459,53989
regained,452,5974
regard,474,85333
regarded,461,32436
regarding,455,157536
regardless,475,64651
regenerating,448,12634
regeneration,460,57697
regimen,450,87772
regional,467,120742
regression,469,227452
regular,468,71515
regularly,468,21349
regulate,459,85498
regulated,471,127360
regulating,461,64658
regulator,451,49786
regulatory,479,163947
reinforced,445,8069
reinforcement,454,15279
rejection,447,76297
relate,457,26830
relating,466,27075
relations,464,32888
relationships,479,129419
relaxation,479,99190
relaxed,463,11549
releases,454,9905
releasing,457,19594
relevance,460,64052
relevant,466,145330
reliability,447,69926
reliable,473,106365
relieved,446,9435
remain,474,111920
remainder,472,18564
remains,479,199911
remarkable,460,38537
remarkably,456,34748
remove,469,28411
removes,447,6125
removing,459,19720
rendered,464,15376
renders,446,7529
renin,455,44474
repair,476,191363
repaired,451,15629
repeat,445,84720
repeated,479,137551
repeatedly,460,18398
repetitive,471,36726
replace,465,19234
replaced,478,50520
replacement,473,130915
replacing,447,13554
replicate,466,17006
replicated,468,16121
replicating,459,7265
replicative,466,9095
report,477,525051
reports,476,177268
representative,471,50978
represented,479,57568
representing,474,55607
represents,478,100730
repressed,475,14269
repression,479,30905
repressor,466,19785
reproduced,448,12559
reproducibility,457,35239
reproducible,477,39181
reproductive,456,75534
require,478,122608
requirements,477,69928
requiring,465,68712
rescue,448,23245
research,475,410001
resection,454,160041
resemble,475,17078
resembled,473,16915
resembles,478,17088
resembling,472,18942
reserpine,466,7534
reservoir,447,18756
reside,449,9797
residual,479,104906
residue,479,97340
resin,452,33151
resistances,447,6781
resolution,475,132544
resolved,477,52675
resonance,478,160532
resources,454,56263
respective,476,61364
respects,457,6693
respond,477,74850
responded,477,68409
responding,473,38469
responsive,464,36548
responsiveness,467,66955
rest,475,89237
restoration,465,38005
restore,463,23999
restored,478,58443
restores,447,7788
restricted,479,92304
restriction,474,98221
restrictive,461,13145
resultant,467,22120
resumption,445,5718
retain,465,18941
retained,479,61653
retardation,450,38615
retarded,465,17832
retention,479,92827
reticular,449,15116
reticulocyte,459,8646
reticulocytes,454,5072
reticulum,477,54232
retina,471,54319
retinal,474,115878
return,468,49162
returned,478,62925
reveal,474,87143
reveals,475,55924
reversal,474,36726
reverse,476,121615
reversibly,476,14969
reversion,458,6709
revertant,441,3115
revertants,458,5002
reverted,447,5139
review,467,378834
reviewed,471,198675
rhesus,466,21533
rheumatoid,460,55413
rhythm,467,50433
ribonuclease,477,10136
ribonucleic,468,6066
ribonucleoprotein,449,5492
ribose,445,5259
ribosome,473,13628
rich,473,33998
rifampicin,459,9598
rifampin,465,7962
right,479,303130
rigid,454,24432
ring,478,85257
ringer,462,9759
rings,459,34887
rises,465,11143
rising,459,17542
risk,461,1037404
rnas,461,34334
rnase,459,26741
rod,467,22297
rods,460,14375
roles,466,119782
room,477,63995
root,465,107337
roots,461,39761
rose,476,40454
rostral,447,18957
rotation,457,50800
rough,462,14935
roughly,467,13898
round,456,25897
rous,453,3177
route,473,54177
routes,458,22113
routine,473,118213
routinely,449,33502
rrna,468,46573
rubella,446,8985
rule,449,33147
ruled,445,11416
rumen,453,10478
run,448,26488
running,451,29590
s-adenosylmethionine,450,4022
sac,447,23401
saccharomyces,478,37246
sacs,446,3999
safe,446,111979
safety,456,144850
salicylate,450,8774
saliva,455,31798
salivary,462,47752
salmon,449,12288
salts,477,25851
sample,477,312249
sampled,452,32505
sampling,471,84052
san,468,11894
sarcoma,478,42345
sarcoplasmic,453,15863
satellite,448,15868
satisfactorily,446,7562
satisfactory,474,54407
saturable,456,14389
saturated,470,28475
saturating,452,6595
saturation,478,52259
scale,463,194290
scanning,469,99754
scattered,451,17686
scattering,455,37172
schedule,456,37538
schedules,453,14849
scheme,466,36571
school,450,87755
sciatic,451,19271
science,460,33026
screen,445,43803
screened,454,56488
screening,475,241972
sd,460,136525
se,469,80786
sea,463,35969
search,461,83312
seconds,453,30046
secrete,448,18878
secreted,473,73710
secretin,453,9480
secretions,452,18209
secretory,479,75529
section,472,69043
sections,479,119141
sediment,459,22837
sedimented,439,2422
sediments,460,16889
see,469,45049
segment,476,112090
segmental,451,30880
segregated,444,6885
segregation,461,21887
select,455,29968
selecting,449,18006
selection,479,169189
selectivity,457,56169
sem,455,44865
sendai,453,3720
sense,454,33683
sensitivities,448,17311
sensitization,457,36617
sensitized,472,23966
sensory,474,106418
sent,455,21451
separable,464,4247
separately,471,40774
separating,454,10426
sepharose,457,9873
septa,450,5200
septum,460,26296
sequential,478,64035
sequentially,444,15177
serial,477,64096
serially,450,10583
serine,478,63489
serious,462,94902
serological,474,28201
serologically,469,7213
serosal,452,7185
serotonin,463,67480
serotype,459,27216
serotypes,470,20924
serratia,467,5182
serve,477,76131
served,472,47701
serves,466,26511
service,455,84458
services,450,127884
set,479,185110
sets,464,67816
setting,448,196995
severely,470,56049
severity,467,196524
sewage,447,8689
sex,479,202782
sexes,450,29897
sexual,457,128869
shape,478,90657
shapes,446,15551
share,463,42623
shared,463,43397
sharp,467,23238
sharply,458,12041
sheath,444,18986
shift,479,113731
shifted,472,31771
shifts,464,43216
shigella,457,8665
shock,477,110093
short-term,460,75579
shortened,459,21798
shortening,463,37964
shorter,478,78532
shortly,468,18774
shunt,454,39410
sialic,461,17729
sides,450,22156
sigma,447,35385
sigmoid,453,10082
sigmoidal,451,3935
sign,455,35580
signal,472,271585
signals,458,138445
signs,471,153846
silica,445,28892
silver,450,26944
simian,473,12975
similarities,474,38256
similarity,474,72210
simplest,443,4454
simplex,472,28161
simplicity,448,8439
simplified,450,17492
simply,465,23112
simulate,446,16923
simulated,457,51592
simulation,448,53161
single-strand,464,8788
single-stranded,476,20266
singly,453,8419
sinus,466,83850
sinusoidal,448,13993
situ,471,143856
situated,459,13615
situation,473,58669
situations,459,49346
sixfold,445,4280
sizes,474,53413
skeletal,479,124338
sleep,456,155179
slices,479,50032
slime,444,2703
slope,469,38771
slopes,448,11019
slowed,455,12243
slowing,444,12856
slowly,478,47161
smallest,457,14583
smears,448,19792
smith,468,4505
so-called,447,24962
social,460,203651
society,449,44802
soft,451,79877
soil,472,80170
solely,474,25789
soleus,453,17102
solid,471,97404
solubility,465,26191
solubilization,463,10188
solubilized,477,17873
solute,458,13447
solutes,454,9282
solvent,473,59614
solvents,462,22807
somatic,468,58998
somewhat,476,31672
soon,469,25101
sought,446,55141
sound,454,37770
south,449,49638
soy,452,13485
sp,474,95458
space,479,125302
spaces,457,20212
spatial,471,124246
special,478,89407
specialized,458,30061
specially,444,11229
specificities,459,20806
specified,463,19331
specimen,465,46063
spectra,479,107581
spectral,472,65373
spectrometry,471,78007
spectrophotometric,451,9328
spectroscopy,469,104804
speed,463,60877
spent,447,25366
sperm,453,100293
spermidine,450,9712
spherical,466,23737
sphincter,448,26574
spike,463,26468
spikes,461,17482
spin,456,35000
spinach,445,5432
spinal,476,208699
spindle,450,29685
spite,474,34123
splanchnic,453,10353
spleen,478,105069
spleens,454,9259
splenic,460,40725
split,453,19671
splitting,451,9472
spontaneously,474,58413
spore,471,9911
spores,478,18279
sporulation,474,8036
spot,450,19511
spots,452,23244
spp,449,43020
spread,473,65374
square,459,25708
squid,453,3685
st,450,51904
stability,479,159981
stabilization,462,41171
stabilize,444,16208
stabilized,472,28921
stabilizing,445,16010
staff,471,66942
stain,459,25040
stained,476,67947
staining,479,192039
standardized,463,66209
standards,459,52827
staphylococcal,470,13471
staphylococci,469,11663
starch,455,22621
start,467,66133
started,463,51465
starting,468,65016
starvation,479,17658
starved,469,6232
static,459,40026
stationary,476,29467
statistical,471,144267
statistically,478,210539
status,469,334925
steadily,455,10680
steady,477,41933
steady-state,477,53834
stem,467,147463
stenosis,444,102654
step,479,138949
steps,477,81309
stepwise,460,27552
sterile,463,18474
sterilization,445,9114
steroid,471,76827
steroids,470,52154
sterol,463,13759
sterols,458,7946
stimulant,452,8695
stimulants,451,5514
stimulate,476,75968
stimulating,477,49226
stimulatory,473,38412
stock,459,9330
stocks,446,5752
stomach,475,59028
stomatitis,474,8103
stop,449,22991
stopped,469,20569
store,452,10371
stored,476,44240
stores,467,27221
straight,444,14535
strand,473,39580
strands,472,16550
stream,451,13706
strength,475,143512
streptococcal,466,11941
streptococci,470,16887
streptococcus,478,38048
streptomyces,461,13898
streptomycin,472,8745
stress,472,366051
stressed,449,18514
stretch,458,24962
strict,457,19116
strictly,456,18625
striking,478,34695
strikingly,458,14956
stringent,449,8695
strip,451,8819
strips,463,21465
stroke,450,156628
stronger,449,44841
structurally,464,38771
students,446,129761
studying,474,53106
subacute,446,14742
subcellular,477,36969
subcutaneous,474,67394
subcutaneously,464,23458
subfractions,450,4863
subgroup,448,51334
subgroups,447,45063
sublethal,447,7752
submaximal,450,11555
subnormal,443,5127
substance,479,90444
substantial,476,110693
substantially,479,72209
substituent,443,10711
substituents,444,14334
substitute,462,18032
substituted,474,32735
substitution,474,76542
substitutions,449,35778
subtilis,479,22384
success,446,107792
successful,469,160050
successfully,468,128628
successive,473,28312
succinate,478,15422
succinic,444,3196
suckling,457,9725
sudden,461,45118
suffered,452,41304
suffering,459,53984
sufficiently,473,28168
sugar,476,42585
sugars,474,16970
suggestion,467,13829
suggestions,448,16947
suggestive,458,32074
suited,447,15600
sulfhydryl,462,11227
sulfide,446,9701
sulfonate,445,4402
sulfur,459,19327
sum,468,27465
summarized,446,18564
summation,445,7066
summer,450,22662
superficial,460,52685
superimposed,463,10736
superinfection,442,3069
superior,479,128978
supernatant,478,30531
supernatants,445,26545
supplement,446,22163
supplementary,450,12623
supplementation,457,63111
supplemented,477,41755
supplements,447,20032
supplied,473,17990
supply,477,54475
supplying,448,6779
supported,477,81928
supporting,466,51779
supports,476,61102
suppress,464,40712
suppressed,479,113519
suppression,479,127400
suppressor,454,60301
surfaces,472,92442
surgery,463,586996
surgical,468,418244
surgically,448,38288
surrounded,450,15342
surrounding,469,63585
survey,471,169882
surveys,448,38591
survive,454,21121
survived,465,44035
surviving,465,27073
survivors,466,46835
suspected,460,88656
suspended,473,16956
suspension,475,38913
suspensions,479,22469
sustained,475,108789
sv40,473,17182
swelling,461,44671
swine,454,22844
symmetrical,448,13358
symmetry,460,23228
sympathetic,479,76831
sympathomimetic,435,2216
symptomatic,447,87413
symptoms,475,490558
synapse,445,12646
synapses,459,32894
synaptic,478,96087
synchronized,460,12374
synchronous,459,16279
syndromes,448,48750
synergism,447,7591
synergistic,458,34723
syngeneic,447,18483
synthase,464,103621
syntheses,446,6707
synthesize,478,22228
synthesizing,467,7140
systematic,457,69939
systemic,478,233195
systolic,458,109253
t1,449,51604
t3,446,51146
t4,478,48535
t7,455,9863
tachycardia,460,48110
taenia,446,4233
tail,473,51123
take,476,67232
takes,470,33918
target,472,313630
task,454,128133
taxonomic,447,9748
technical,457,53321
technology,458,78688
temperature-dependent,451,6633
temperature-sensitive,477,11015
template,476,31761
templates,460,11761
temporal,473,143055
temporally,445,12494
temporarily,455,7843
temporary,467,28044
tend,457,24493
tended,473,60597
tendency,467,50341
tendon,450,41947
tends,445,11769
tenfold,461,3808
tension,478,68228
tensions,450,6466
tentative,456,5388
tentatively,473,8006
term,474,113287
termed,469,39654
terminals,478,42756
terminated,454,14270
termination,462,38009
terminus,452,39622
tertiary,458,43926
testicular,447,52196
testing,477,221375
testis,452,45231
testosterone,467,83879
tetanic,445,6102
tetanus,449,14408
tetracycline,469,19783
tetramer,445,9663
tetrazolium,445,6068
tetrodotoxin,471,11561
text,451,24432
thawing,446,5774
theophylline,466,24575
theoretical,477,74508
theoretically,445,16346
theories,450,23179
therapeutic,476,311816
thermal,477,80072
thick,466,26645
thickness,463,105831
thin,476,49838
thin-layer,476,8816
thiol,466,19422
third,479,183214
thirty,452,35487
thoracic,467,74207
thought,478,112360
three-,444,4441
three-dimensional,464,66933
threefold,470,15953
threonine,474,22508
threshold,479,111477
thresholds,452,40183
thrombin,458,51481
thymidine,478,39504
thymine,465,6670
thymocytes,449,24664
thymus,467,38281
thyroid,472,154631
thyrotropin,447,6934
thyroxine,471,16782
tightly,464,25401
time-course,452,7286
time-dependent,449,37602
timing,453,50225
tip,462,35307
tips,451,14467
titer,475,25360
titers,479,44504
titration,474,21082
titrations,448,3819
titre,444,9789
toad,451,3573
tobacco,451,57557
tolerance,476,128201
tone,467,46745
tonic,447,20563
too,472,47261
took,471,41982
tool,471,123907
top,447,22674
totally,466,30444
toward,477,134856
towards,474,102647
toxicity,475,197173
toxin,478,90378
toxins,448,23878
trace,471,31282
traced,446,9234
tracer,473,31751
traces,458,8055
tracheal,447,37515
tracts,444,17440
traditional,446,89440
train,454,11097
trained,468,48442
training,469,199183
trains,444,8561
trait,458,33012
trans,449,21712
transaminase,456,10669
transcribed,468,28505
transcription,478,306418
transcriptional,447,121881
transducing,453,4541
transduction,476,77471
transferase,472,21211
transferred,479,50957
transferrin,445,29019
transform,456,24248
transformed,479,57131
transforming,464,44231
transfusion,450,49297
transiently,451,29987
transition,475,133237
transitions,457,30041
translated,453,16896
translation,472,67989
translational,450,24736
translocation,467,79002
transmembrane,452,60687
transmissible,443,4810
transmission,479,156504
transmitted,461,36591
transmitter,479,15620
transmural,457,11927
transplantation,459,204959
transplanted,447,43083
transported,466,24024
transverse,451,34960
trapped,445,13196
treating,455,68765
treatments,477,171233
trend,448,81052
trial,462,208117
trials,464,229917
tricarboxylic,444,2667
trichloroacetic,458,3345
triglyceride,471,36647
triglycerides,471,32765
triiodothyronine,454,8576
trimethoprim,451,6208
triphosphatase,466,4068
triphosphates,464,3431
tris,465,7891
tritiated,473,10351
tritium,449,5446
triton,471,17493
trna,478,34912
trp,457,16538
true,477,75373
trunk,449,29647
trypsin,479,42563
tryptic,476,15500
ts,462,31142
tsh,444,46741
tube,475,86134
tuberculosis,463,94642
tubes,466,28082
tubular,475,54292
tubule,466,21986
tubules,465,32329
tumors,476,431585
tumour,465,156924
tumours,452,99675
turbidity,448,4852
turkey,446,13290
turn,468,53964
turnover,479,62997
twenty-five,447,17065
twenty-four,448,22995
twitch,464,13506
two-,464,9440
two-dimensional,454,54849
two-thirds,460,13821
twofold,470,21306
type-specific,452,6891
typhimurium,477,24479
typical,478,124304
typically,460,54065
typing,461,27047
tyramine,458,4809
tyrosine,478,137003
u,479,146339
ulcer,460,54496
ulcerative,461,24429
ultimate,447,17022
ultimately,454,32240
ultracentrifugation,471,8086
ultrafiltration,452,8607
ultrastructural,475,39160
ultrastructure,461,13242
umbilical,445,38506
unaltered,473,17716
uncomplicated,444,18585
uncoupled,444,4595
uncoupling,447,10541
undergo,476,72739
undergoes,464,20874
undergoing,472,149273
undergone,448,47488
underlying,472,163702
understanding,465,217227
understood,450,80185
undertaken,466,81961
underwent,467,302014
undetectable,454,26714
unfractionated,444,7606
unidentified,466,16191
unidirectional,451,6700
uniform,474,36584
uniformly,470,19842
unilateral,458,70264
uninfected,475,19125
uniquely,448,10943
united,459,95620
university,475,106770
unknown,478,165129
unlabeled,472,14580
unlabelled,450,4934
unless,475,19495
unlike,478,59430
unlikely,474,34923
unmodified,444,10981
unrelated,479,60816
unresponsive,447,10769
unsaturated,469,14598
unselected,445,10831
unstable,473,42402
unstimulated,445,13940
unsuccessful,454,15870
unusual,478,76724
unusually,464,12413
upper,477,163931
uracil,462,7730
urea,476,56330
uridine,479,11514
us,465,165098
useful,479,335914
usefulness,464,48665
uses,465,50218
usual,474,43088
uterine,462,81686
uterus,467,31809
utility,447,56361
utilize,472,17431
utilized,477,58781
utilizes,459,11310
utilizing,476,40879
uv,471,61497
vaccinated,453,25113
vaccination,452,71406
vaccine,471,122082
vaccines,459,50750
vaccinia,471,12228
vacuoles,454,14416
vagal,453,22975
vagotomy,464,10762
vagus,456,9181
valid,464,36728
validity,461,70905
valine,465,10175
valuable,459,62304
var,464,9750
variability,470,120122
variables,467,207853
variance,457,75658
variant,470,90864
variants,476,94009
variations,479,102935
varies,477,32125
vary,475,54809
varying,479,83653
vas,457,24273
vasoconstriction,465,23954
vasoconstrictor,462,12947
vasodilatation,459,10751
vasodilator,451,17764
vasopressin,476,37121
vegetative,474,12509
vein,474,127719
veins,449,41038
velocities,453,25672
velocity,478,121806
venom,455,23460
venous,477,148565
ventilation,463,85343
ventral,463,61832
ventricle,474,58680
ventricles,461,16028
ventricular,477,316896
verified,450,33263
vero,445,7477
versa,447,9312
versus,467,288214
vertebrate,450,29270
vertical,458,48190
vesicle,452,33964
vesicles,475,104054
vesicular,477,19851
vessel,454,72753
vessels,472,126536
vi,449,34737
viability,477,68235
viable,479,56087
vibrio,470,12050
vice,447,9593
vicinity,449,15777
viewed,455,21865
villous,445,8831
virion,478,10277
virions,479,14663
virtually,477,38482
virulence,460,41874
virulent,472,18522
virus-induced,456,5322
virus-infected,463,7987
virus-specific,473,7430
viscosity,454,26367
visible,472,43399
vision,445,47165
visual,477,253009
visualized,452,27356
vital,448,41442
volatile,446,20300
voltage,468,46096
volumes,477,61268
volunteers,477,98454
vs,467,492476
vulgaris,454,13009
w,479,107805
walls,478,31489
warm,452,14449
wash,446,6482
washed,476,16381
washing,465,15743
washout,448,15978
water-soluble,457,15545
wave,474,76145
wavelength,454,21374
waves,461,39281
ways,466,49179
weak,477,79672
weaker,448,21528
weakly,459,32668
week,475,190513
weekly,472,48362
well-defined,453,18728
well-known,445,20777
western,446,138698
wet,469,29611
wheat,457,34576
whereby,465,21118
whilst,455,24649
white,477,157051
whom,475,127953
widely,478,120268
wider,448,18630
widespread,461,53586
width,456,39135
wild,478,69021
winter,447,23815
withdrawal,467,65022
withdrawn,447,12074
wk,473,65032
woman,450,87225
women,474,812871
workers,468,87640
working,464,87087
world,454,77305
wound,448,90659
wt,476,83366
x-100,470,12350
x-linked,448,15628
x-ray,475,125828
xenopus,449,35045
y,473,101305
year,474,315573
years,479,1277137
yeasts,459,11170
yellow,466,22230
yielded,479,81152
yielding,466,21933
yields,479,56436
yolk,447,17014
younger,450,92693
yr,453,57992
zero,476,34693
zinc,458,89433
zn,458,50057
zonal,456,2842
zone,479,84425
zones,471,31089
